team,year,leag,o_fgm,o_fga,o_ftm,o_fta,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_3pm,o_3pa,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_3pm,d_3pa,d_pts,pace,won,lost
PHO,1980,N,3587,7326,1810,2430,1234,2490,3724,2205,1996,876,1733,416,35,0,9019,3368,7221,1762,2383,1160,2284,3444,1970,2116,912,1752,401,69,0,8567,107.312,57,25
POR,1980,N,3741,7535,1573,2191,1243,2388,3631,2244,2034,769,1518,480,25,0,9080,3584,7351,1805,2377,1249,2419,3668,2109,1932,802,1575,422,34,0,9007,105.7478,45,37
SAS,1980,N,3571,7276,2052,2668,1304,2582,3886,2048,2114,685,1533,643,15,0,9209,3581,7582,1766,2387,1214,2177,3391,2206,2198,700,1422,481,45,0,8973,105.8825,52,30
SDC,1980,N,3477,7283,1651,2246,1169,2144,3313,2098,2078,764,1407,292,132,0,8737,3508,6951,1818,2433,1091,2377,3468,2097,2006,683,1553,392,33,0,8867,102.7008,36,46
SEA,1980,N,3343,7145,1813,2376,1167,2434,3601,1945,1986,628,1524,438,32,0,8531,3453,7421,1718,2323,1247,2357,3604,2044,2044,747,1348,387,42,0,8666,103.2979,34,48
UTA,1980,N,3332,6825,1595,2080,962,2325,3287,1948,2110,637,1423,386,42,0,8301,3430,7018,1879,2472,1154,2440,3594,1985,1855,596,1303,406,45,0,8784,99.45599,28,54
WA1,1980,N,3549,7517,1499,2072,1155,2533,3688,2151,1895,641,1422,392,65,0,8662,3518,7491,1588,2161,1204,2638,3842,2060,1888,739,1410,469,37,0,8661,104.8207,39,43
ATL,1981,N,3210,6776,1833,2387,1135,2368,3503,1815,2268,608,1343,485,28,0,8281,3150,6709,1891,2482,1135,2388,3523,1871,2179,578,1444,434,46,0,8237,97.57323,42,40
BOS,1981,N,3657,7334,1817,2457,1253,2489,3742,2126,2014,652,1452,568,49,0,9180,3490,7429,1638,2172,1193,2247,3440,1972,2240,681,1432,367,39,0,8657,104.1815,63,19
CHI,1981,N,3369,6728,1951,2545,1125,2525,3650,2043,2008,580,1636,483,54,0,8743,3659,7388,1533,2053,1134,2225,3359,2043,2220,807,1257,469,58,0,8909,101.3733,34,48
CLE,1981,N,3405,7334,1628,2179,1190,2170,3360,1871,2193,634,1319,357,25,0,8463,3608,7044,1906,2529,1125,2529,3654,2169,2071,655,1405,480,39,0,9161,101.8895,15,67
DAL,1981,N,3390,7224,1740,2366,1213,2228,3441,2117,2193,566,1317,313,55,0,8575,3530,6953,1847,2491,1108,2361,3469,1984,2243,643,1370,509,31,0,8938,100.811,28,54
DEN,1981,N,3980,7656,2371,2978,1149,2443,3592,2272,2131,664,1470,368,40,0,10371,4265,8142,1734,2354,1358,2459,3817,2516,2453,749,1476,569,64,0,10328,112.3124,46,36
DET,1981,N,3561,7391,1938,2581,1298,2345,3643,2027,2160,741,1629,564,52,0,9112,3749,7362,1648,2211,1159,2434,3593,2191,2383,782,1637,581,41,0,9187,106.7968,39,43
GSW,1981,N,3646,7349,1709,2382,1282,2452,3734,1820,2225,685,1424,391,91,0,9092,3555,7250,1857,2466,1112,2407,3519,2079,2156,661,1368,393,40,0,9007,103.531,45,37
HOU,1981,N,3504,7366,1622,2225,1403,2284,3687,1977,1871,648,1321,429,50,0,8680,3566,7180,1503,2011,1170,2304,3474,2128,2047,678,1341,353,48,0,8683,99.71563,46,36
IND,1981,N,3332,7164,1612,2176,1141,2372,3513,1897,2041,753,1393,494,103,0,8379,3470,7062,1558,2133,1204,2598,3802,2053,2016,678,1517,397,34,0,8532,100.8526,35,47
KCK,1981,N,3604,7284,1551,2158,1086,2276,3362,2056,2359,743,1507,402,26,0,8785,3493,6984,2005,2653,1171,2552,3723,1853,2136,707,1609,450,48,0,9039,104.2183,30,52
LAL,1981,N,3919,7585,1549,2161,1258,2505,3763,2356,1999,848,1468,517,13,0,9400,3745,7679,1433,2008,1275,2255,3530,2319,2004,718,1483,435,78,0,9001,105.8653,57,25
MIL,1981,N,3544,7015,1753,2329,1167,2415,3582,2233,2281,763,1589,455,49,0,8890,3297,7066,1790,2470,1172,2155,3327,2016,2189,720,1538,350,57,0,8441,102.627,55,27
NJN,1981,N,3501,7227,1714,2354,1194,2320,3514,2096,2295,918,1650,481,30,0,8746,3343,6934,1946,2597,1142,2346,3488,1931,2164,832,1809,539,58,0,8690,105.5394,44,38
NYK,1981,N,3523,7178,1603,2171,1168,2273,3441,2075,2195,719,1486,338,58,0,8707,3541,7018,1793,2369,1125,2366,3491,2089,2017,703,1462,358,51,0,8926,101.8295,33,49
PHI,1981,N,3616,6974,1846,2471,1031,2389,3420,2264,2183,856,1474,622,41,0,9119,3371,7083,1852,2496,1289,2344,3633,1965,2216,702,1615,470,55,0,8649,102.8139,58,24
PHO,1981,N,3508,7140,1635,2157,1123,2517,3640,2223,2029,753,1528,429,54,0,8705,3350,7186,1671,2215,1158,2366,3524,1949,2064,775,1391,360,51,0,8422,102.0657,46,36
POR,1981,N,3629,7187,1719,2387,1142,2355,3497,2054,2012,706,1390,367,29,0,9006,3637,7293,1629,2149,1221,2367,3588,2114,2142,708,1452,427,54,0,8957,102.4716,42,40
SAS,1981,N,3698,7613,1812,2335,1253,2537,3790,2257,2217,600,1293,555,64,0,9272,3566,7385,1893,2497,1151,2434,3585,2036,2179,611,1352,429,58,0,9083,104.951,48,34
SDC,1981,N,3552,7101,1693,2341,1131,2196,3327,1878,2353,636,1570,299,99,0,8896,3739,7105,1988,2647,1033,2276,3309,2129,2124,772,1334,487,36,0,9502,103.595,17,65
SEA,1981,N,3505,7178,1747,2362,1103,2544,3647,2103,2057,691,1351,460,38,0,8795,3411,7407,1586,2183,1241,2420,3661,1994,2150,660,1405,311,48,0,8456,102.7252,52,30
UTA,1981,N,3679,7446,1714,2282,1147,2362,3509,1895,2196,700,1435,357,22,0,9094,3835,7530,1837,2466,1253,2599,3852,2148,2052,663,1413,420,51,0,9558,105.8457,25,57
WA1,1981,N,3400,7168,1626,2105,1047,2583,3630,1983,2072,643,1390,397,59,0,8485,3362,7229,1645,2237,1110,2516,3626,1889,1907,624,1325,543,44,0,8413,101.9315,43,39
ATL,1982,N,3352,7146,1586,2111,1139,2433,3572,1945,2022,573,1424,665,45,0,8335,3383,7201,1608,2235,1303,2571,3874,1927,1981,656,1468,388,39,0,8413,100.9872,43,39
BOS,1982,N,3711,7547,1730,2348,1273,2532,3805,2216,2062,789,1541,521,39,0,9191,3477,7401,1750,2307,1186,2393,3579,2027,2137,699,1607,340,48,0,8752,106.8857,56,26
CHI,1982,N,3537,7373,1983,2690,1267,2527,3794,2086,2192,666,1743,400,45,0,9102,3816,7712,1825,2438,1197,2456,3653,2230,2266,845,1462,633,46,0,9503,109.2859,28,54
CLE,1982,N,3252,6995,1430,1983,1173,2414,3587,1738,2236,617,1538,290,30,0,7964,3381,6911,1780,2396,974,2382,3356,2005,1830,621,1275,431,32,0,8574,99.71515,23,59
DAL,1982,N,3674,7550,1852,2462,1296,2381,3677,2227,2067,552,1348,348,43,0,9243,3758,7481,1708,2347,1217,2433,3650,2291,2227,607,1383,562,53,0,9277,104.9503,38,44
DEN,1982,N,3951,7999,2179,2696,1214,2524,3738,2336,2091,789,1496,352,24,0,10105,4098,8120,1787,2393,1369,2697,4066,2389,2356,728,1636,611,71,0,10054,114.271,45,37
DET,1982,N,3623,7602,1921,2588,1312,2477,3789,2108,2122,679,1557,572,72,0,9239,3802,7679,1647,2287,1266,2594,3860,2252,2326,761,1580,561,21,0,9272,108.6977,37,45
GSW,1982,N,3627,7508,1620,2199,1281,2284,3565,1964,2138,856,1606,430,34,0,8908,3706,7260,1751,2391,1249,2495,3744,2170,2026,758,1690,489,42,0,9205,106.0904,30,52
HOU,1982,N,3338,7446,1402,1934,1206,2260,3466,1931,2131,646,1571,422,67,0,8145,3641,7244,1781,2375,1198,2710,3908,2252,1933,772,1504,406,33,0,9096,104.2976,14,68
IND,1982,N,3707,7723,1447,1910,1299,2294,3593,2150,2086,755,1535,411,50,0,8911,3768,7284,1815,2413,1206,2564,3770,2237,1886,761,1643,439,40,0,9391,106.2628,20,62
KCK,1982,N,3719,7485,1839,2530,1256,2407,3663,2155,2432,765,1691,409,51,0,9328,3531,7250,2107,2885,1250,2403,3653,1997,2245,809,1716,439,40,0,9209,108.9007,45,37
LAL,1982,N,3964,7512,1495,2031,1235,2433,3668,2519,1931,844,1584,479,10,0,9433,3734,7617,1455,2008,1294,2166,3460,2389,1863,766,1562,380,55,0,8978,105.9064,58,24
MIL,1982,N,3486,7133,1731,2299,1095,2477,3572,2116,2131,662,1447,532,37,0,8740,3338,7318,1665,2243,1303,2343,3646,2043,2145,623,1523,300,38,0,8379,102.8744,51,31
NJN,1982,N,3510,7140,1622,2301,1266,2427,3693,2143,2166,911,1873,592,30,0,8672,3327,6962,1746,2370,1102,2176,3278,1978,2129,860,1871,495,45,0,8445,105.9673,49,33
NYK,1982,N,3272,6793,1621,2282,1080,2263,3343,2034,2180,701,1509,378,33,0,8198,3132,6592,1695,2260,1073,2337,3410,1873,2116,694,1682,399,38,0,7997,99.24809,44,38
PHI,1982,N,3600,7212,1966,2650,1334,2596,3930,2016,2041,812,1627,577,25,0,9191,3442,7470,1624,2253,1325,2263,3588,2089,2246,755,1590,511,54,0,8562,105.1459,65,17
PHO,1982,N,3555,7158,1626,2189,1094,2518,3612,2300,2062,749,1545,495,40,0,8776,3305,7265,1707,2268,1210,2326,3536,1988,2039,712,1560,343,44,0,8361,103.8631,53,29
POR,1982,N,3459,7124,1855,2512,1180,2380,3560,2030,1960,749,1495,384,35,0,8808,3503,7211,1572,2046,1126,2364,3490,2072,2232,658,1546,500,55,0,8633,103.201,46,36
SAS,1982,N,3697,7340,1887,2468,1232,2599,3831,2261,2095,675,1504,469,94,0,9375,3654,7531,1716,2239,1160,2263,3423,2329,2199,654,1430,457,51,0,9075,105.6702,53,29
SDC,1982,N,3625,7634,1589,2195,1394,2108,3502,2087,2284,820,1600,408,64,0,8903,3652,6910,1963,2626,1095,2365,3460,2105,1962,789,1723,519,32,0,9299,105.7618,25,57
SEA,1982,N,3597,7277,1796,2459,1152,2569,3721,2278,1969,677,1533,437,29,0,9019,3546,7703,1615,2184,1314,2397,3711,2146,2152,726,1443,360,49,0,8756,105.9654,48,34
UTA,1982,N,3525,7342,1844,2440,1093,2550,3643,2176,2017,758,1683,595,44,0,8938,3794,7932,1646,2288,1439,2671,4110,2202,2102,826,1601,448,48,0,9282,109.4309,30,52
WA1,1982,N,3306,7059,1452,2059,1099,2430,3529,2046,1958,733,1588,400,70,0,8134,3299,7044,1510,2084,1114,2514,3628,1871,1975,698,1543,555,37,0,8145,101.8012,42,40
ATL,1983,N,3230,6809,1838,2414,1112,2232,3344,1827,2091,626,1329,558,23,0,8321,3277,6845,1834,2380,1191,2410,3601,2026,2087,579,1409,424,39,0,8427,97.89959,40,42
BOS,1983,N,3616,7235,1907,2407,1159,2538,3697,2122,1949,673,1420,430,55,0,9194,3463,7372,1659,2143,1101,2227,3328,1957,2090,703,1329,328,71,0,8656,103.3368,62,20
CHI,1983,N,3305,6972,1871,2508,1141,2300,3441,2095,2196,687,1578,454,20,0,8501,3502,7082,1885,2471,1125,2388,3513,2235,2110,786,1513,514,37,0,8926,103.1662,27,55
CLE,1983,N,3362,7232,1619,2178,1213,2388,3601,1930,2206,630,1332,375,43,0,8386,3373,6930,1939,2541,983,2405,3388,2141,1906,579,1224,395,50,0,8735,100.3171,28,54
DAL,1983,N,3618,7235,1774,2350,1090,2265,3355,2164,1906,579,1303,360,42,0,9052,3633,7282,1688,2198,1180,2346,3526,2131,2213,632,1386,417,63,0,9017,102.3645,43,39
DEN,1983,N,3935,7983,2200,2690,1133,2444,3577,2482,2279,711,1344,352,77,0,10147,4016,7747,2143,2860,1228,2737,3965,2453,2272,671,1538,545,62,0,10237,112.9767,38,44
DET,1983,N,3798,7910,1974,2547,1427,2434,3861,2256,2177,697,1310,417,32,0,9602,3657,7369,1941,2577,1163,2457,3620,2193,2187,621,1480,527,53,0,9308,107.178,49,33
GSW,1983,N,3519,7534,1915,2577,1390,2171,3561,1837,2108,830,1518,348,55,0,9008,3725,7210,1801,2377,1211,2513,3724,2150,2246,691,1694,494,36,0,9287,105.9765,37,45
HOU,1983,N,3729,7533,1583,2139,1200,2483,3683,2204,2317,621,1562,515,30,0,9071,3583,7412,2116,2803,1197,2458,3655,2023,1916,782,1421,426,42,0,9324,107.0083,29,53
IND,1983,N,3447,7130,1624,2119,1002,2398,3400,2169,2061,834,1525,398,48,0,8566,3552,7175,1828,2415,1194,2564,3758,2117,1930,761,1587,444,29,0,8961,104.0498,26,56
KCK,1983,N,3516,7230,1939,2495,1144,2273,3417,2229,2200,715,1504,383,52,0,9023,3601,7169,1909,2510,1126,2387,3513,2108,2191,660,1584,493,33,0,9144,105.2781,38,44
LAL,1983,N,3854,7250,1712,2272,1095,2499,3594,2455,2054,726,1578,478,58,0,9478,3672,7600,1763,2346,1253,2154,3407,2261,1973,797,1443,376,63,0,9170,106.0984,54,28
MIL,1983,N,3432,6970,1743,2354,1135,2385,3520,2113,2167,642,1415,489,59,0,8666,3207,7033,1869,2489,1252,2235,3487,1959,2093,653,1404,319,42,0,8325,100.121,50,32
NJN,1983,N,3614,7258,1742,2488,1221,2313,3534,2148,2243,814,1608,499,49,0,9019,3422,6974,2037,2675,1097,2307,3404,1913,2161,781,1674,416,48,0,8929,105.5713,45,37
NYK,1983,N,3386,6837,1944,2510,1088,2230,3318,2041,2281,803,1587,360,47,0,8763,3260,6687,1876,2474,1045,2171,3216,2049,2197,721,1683,397,52,0,8448,101.8619,47,35
PHI,1983,N,3384,6833,2041,2706,1181,2382,3563,2032,2040,807,1628,653,29,0,8838,3427,7136,1757,2367,1235,2237,3472,2062,2237,805,1559,483,47,0,8658,102.576,52,30
PHO,1983,N,3677,7220,1673,2204,1066,2298,3364,2214,2147,693,1451,388,74,0,9101,3509,7061,1956,2540,1065,2333,3398,2059,2038,675,1480,298,54,0,9028,103.7621,41,41
POR,1983,N,3632,7189,1988,2637,1251,2194,3445,2082,2134,814,1483,397,25,0,9277,3566,6943,1797,2366,1059,2185,3244,2119,2184,649,1633,440,57,0,8986,103.5866,48,34
SAS,1983,N,3909,7721,1965,2604,1230,2528,3758,2361,2146,685,1447,491,79,0,9862,3996,7910,1840,2427,1293,2455,3748,2518,2187,652,1427,464,52,0,9884,109.9707,37,45
SDC,1983,N,3634,7325,1785,2424,1307,2382,3689,1981,2020,567,1515,385,24,0,9077,3771,7406,1749,2233,1112,2163,3275,2370,2043,727,1242,458,53,0,9344,103.4582,30,52
SEA,1983,N,3460,7083,1918,2460,1064,2332,3396,2233,1884,636,1360,350,27,0,8865,3585,7337,1655,2168,1167,2404,3571,2278,2097,663,1330,388,54,0,8879,102.2327,42,40
UTA,1983,N,3606,7242,2115,2708,1096,2522,3618,2230,1978,695,1510,604,101,0,9428,3745,7872,1799,2414,1458,2461,3919,2237,2194,747,1438,466,46,0,9335,107.348,45,37
WA1,1983,N,3344,6907,1664,2201,1027,2387,3414,2192,1989,556,1448,320,71,0,8423,3465,7086,1693,2218,1037,2381,3418,2038,2021,706,1277,492,37,0,8660,100.3171,35,47
ATL,1984,N,3444,7119,1782,2371,1161,2345,3506,2009,2047,665,1475,541,73,0,8743,3504,7267,1808,2384,1332,2411,3743,2087,1972,674,1488,373,46,0,8862,102.4315,34,48
BOS,1984,N,3721,7325,1860,2307,1116,2630,3746,2287,1781,645,1332,414,110,0,9412,3642,7642,1512,1922,1105,2287,3392,2041,1964,641,1222,315,71,0,8867,103.7161,63,19
CHI,1984,N,3453,6909,1981,2526,1074,2366,3440,1992,2071,622,1463,468,29,0,8916,3521,7210,1852,2394,1137,2260,3397,2045,2040,668,1323,447,91,0,8985,101.8912,38,44
CLE,1984,N,3470,7364,1867,2491,1203,2445,3648,2096,2173,622,1387,472,96,0,8903,3547,7415,1965,2554,1210,2451,3661,2215,2101,612,1357,429,70,0,9129,104.7378,36,46
DAL,1984,N,3560,7280,1844,2324,1095,2345,3440,2152,1796,575,1184,335,152,0,9116,3626,7200,1588,2080,1062,2470,3532,2113,2066,572,1340,430,98,0,8938,101.4437,44,38
DEN,1984,N,3876,7976,2016,2568,1331,2303,3634,2266,2152,894,1382,424,73,0,9841,3775,7379,2027,2648,1181,2628,3809,2154,2178,670,1744,589,64,0,9641,110.3841,52,30
DET,1984,N,3840,7999,1783,2262,1403,2534,3937,2302,2076,691,1341,397,45,0,9508,3700,7457,1826,2404,1109,2563,3672,2107,2017,642,1486,508,78,0,9304,107.7249,46,36
GSW,1984,N,3498,7555,1944,2531,1327,2139,3466,1759,2136,803,1460,284,112,0,9052,3839,7165,1919,2530,1101,2521,3622,2336,2180,650,1583,469,57,0,9654,106.1402,22,60
HOU,1984,N,3748,7440,1581,2261,1325,2395,3720,2239,2033,683,1605,597,41,0,9118,3500,7274,1887,2425,1159,2222,3381,2117,1903,773,1495,415,90,0,8977,105.1127,48,34
IND,1984,N,3489,7324,1871,2516,1198,2623,3821,1945,2237,625,1622,366,30,0,8879,3628,7332,2068,2707,1098,2583,3681,2242,2072,777,1424,523,64,0,9388,107.0001,22,60
KCK,1984,N,3664,7275,2022,2595,1167,2327,3494,2342,2169,661,1593,300,63,0,9413,3805,7461,1957,2546,1166,2267,3433,2344,2205,761,1424,512,65,0,9632,106.8666,31,51
LAC,1984,N,3527,7119,1674,2208,1163,2434,3597,1934,1840,534,1587,497,56,0,8784,3737,7630,1604,2115,1248,2282,3530,2264,1887,770,1242,422,74,0,9152,103.1623,31,51
LAL,1984,N,3952,7254,1702,2232,1063,2550,3613,2575,1931,695,1537,481,90,0,9696,3665,7639,1679,2244,1248,2078,3326,2313,1905,756,1365,370,84,0,9093,105.485,62,20
MIL,1984,N,3564,7256,1873,2473,1256,2353,3609,2164,2239,689,1382,486,89,0,9090,3214,6972,2020,2700,1236,2293,3529,1904,2104,642,1562,389,80,0,8528,102.4793,59,23
NJN,1984,N,3646,7445,1631,2237,1233,2325,3558,2163,2011,772,1355,415,52,0,8975,3514,7040,1849,2454,1084,2405,3489,1975,1933,680,1496,352,79,0,8956,103.2464,42,40
NYK,1984,N,3435,7101,1706,2350,1116,2102,3218,1999,2398,754,1458,267,51,0,8627,3329,6732,2282,3006,1219,2401,3620,2143,2038,667,1589,446,67,0,9007,102.1501,24,58
PHI,1984,N,3443,6992,2316,2883,1301,2364,3665,1999,1971,817,1575,534,59,0,9261,3494,7157,1857,2397,1183,2173,3356,2139,2209,753,1534,391,80,0,8925,103.332,58,24
PHO,1984,N,3507,7144,1757,2280,1026,2425,3451,2335,2034,727,1583,349,87,0,8858,3605,7309,1756,2295,1125,2416,3541,2181,2019,771,1468,410,65,0,9031,104.9566,36,46
POR,1984,N,3708,7374,2002,2667,1202,2298,3500,2225,1957,821,1481,516,51,0,9469,3697,7494,1737,2269,1268,2336,3604,2235,2160,726,1607,459,59,0,9190,106.7204,42,40
SAS,1984,N,3698,7202,1961,2571,1127,2470,3597,2316,2180,757,1542,443,55,0,9412,3644,7348,1977,2548,1136,2265,3401,2283,2154,749,1489,472,72,0,9337,106.1917,41,41
SEA,1984,N,3277,6910,1777,2305,1019,2287,3306,2185,1974,649,1493,343,45,0,8376,3520,7142,1703,2212,1113,2379,3492,2220,2020,732,1383,458,79,0,8822,101.4359,31,51
UTA,1984,N,3478,7302,1878,2434,1081,2554,3635,2143,1961,712,1575,697,103,0,8937,3532,7604,1810,2375,1360,2645,4005,2069,2076,806,1606,443,72,0,8946,107.3497,41,41
WA1,1984,N,3534,7383,1478,1989,1012,2395,3407,2088,1869,709,1282,393,109,0,8655,3494,7179,1623,2172,1119,2673,3792,1988,1833,630,1467,397,66,0,8677,102.8101,40,42
ATL,1985,N,3447,7029,1979,2704,1249,2405,3654,2025,2170,736,1483,434,33,0,8906,3360,7074,1905,2508,1202,2329,3531,1945,2129,697,1494,371,87,0,8712,102.2748,50,32
BOS,1985,N,3718,7312,1785,2248,1054,2753,3807,2387,1756,641,1360,511,138,0,9359,3444,7476,1617,2162,1089,2317,3406,1924,1966,725,1258,341,82,0,8587,103.9738,67,15
CHI,1985,N,3476,7227,1922,2499,1280,2278,3558,2006,2166,609,1436,400,88,0,8962,3601,7138,2002,2627,1104,2362,3466,2170,2002,664,1298,491,70,0,9274,102.5659,30,52
CLE,1985,N,3478,7239,1748,2325,1086,2455,3541,2064,2267,627,1411,436,132,0,8836,3435,7239,2115,2758,1131,2494,3625,2122,1945,711,1331,364,86,0,9071,104.1921,29,53
DAL,1985,N,3631,7254,2050,2643,1059,2454,3513,2108,1733,605,1289,369,141,0,9453,3864,7689,1545,2049,1219,2469,3688,2381,2196,617,1279,423,90,0,9363,104.5424,44,38
DEN,1985,N,3705,7868,1929,2416,1223,2317,3540,2140,2164,826,1336,421,71,0,9410,3638,7404,1967,2693,1295,2732,4027,2106,2117,639,1741,484,60,0,9303,109.2656,47,35
DET,1985,N,3754,7750,1800,2300,1276,2461,3737,2319,2101,738,1343,340,55,0,9363,3620,7365,1956,2589,1180,2538,3718,2083,1977,662,1490,500,71,0,9267,106.6317,46,36
GSW,1985,N,3650,7567,1912,2517,1271,2344,3615,2018,2032,751,1400,354,87,0,9299,3863,7432,1791,2401,1170,2519,3689,2325,2069,692,1487,442,65,0,9582,106.4247,30,52
HOU,1985,N,3759,7671,1776,2434,1316,2434,3750,2318,1991,745,1374,551,85,0,9379,3638,7402,1802,2406,1190,2389,3579,2196,1977,683,1464,386,87,0,9165,105.9756,51,31
IND,1985,N,3441,7150,1614,2183,1138,2613,3751,2159,2135,659,1515,381,23,0,8519,3372,7123,1975,2571,1050,2479,3529,2057,1909,745,1315,445,73,0,8792,102.7854,26,56
LAC,1985,N,3388,7165,2067,2683,1159,2258,3417,1968,1931,694,1506,501,64,0,8907,3849,7588,1704,2280,1268,2458,3726,2469,2113,760,1396,457,73,0,9475,105.2329,32,50
LAL,1985,N,3834,7343,1812,2329,1101,2555,3656,2433,2031,693,1467,419,138,0,9618,3577,7450,1778,2369,1104,2226,3330,2235,1992,792,1330,359,51,0,8983,105.4771,62,20
MIL,1985,N,3601,7310,2063,2701,1189,2420,3609,2158,2210,805,1369,460,125,0,9390,3286,7043,1980,2674,1169,2325,3494,1952,2139,633,1631,397,97,0,8649,104.9203,57,25
NJN,1985,N,3548,7301,1810,2396,1183,2483,3666,2128,2129,749,1575,345,43,0,8949,3504,7124,2008,2622,1036,2369,3405,2019,2002,783,1523,390,96,0,9112,105.8385,39,43
NYK,1985,N,3239,7034,1534,2237,1081,2170,3251,1877,2213,714,1438,308,82,0,8094,3192,6672,2102,2744,1166,2587,3753,2007,2018,701,1629,444,68,0,8554,101.038,23,59
PHI,1985,N,3435,7058,2130,2810,1326,2378,3704,2017,1798,862,1595,490,51,0,9051,3615,7328,1546,2041,1189,2228,3417,2255,2187,802,1520,469,82,0,8858,103.4725,54,28
PHO,1985,N,3518,6993,1949,2683,1034,2449,3483,2272,2260,773,1763,379,38,0,9023,3569,7307,2041,2692,1137,2265,3402,2149,2216,841,1515,466,89,0,9268,107.4103,32,50
POR,1985,N,3610,7281,2142,2799,1153,2316,3469,2180,2205,859,1529,356,74,0,9436,3637,7249,1992,2638,1179,2362,3541,2254,2262,760,1645,426,83,0,9349,107.3637,40,42
SAC,1985,N,3538,7220,1818,2338,1135,2377,3512,2304,2134,602,1533,388,30,0,8924,3566,7225,1971,2609,1142,2339,3481,2118,2083,751,1409,478,73,0,9176,104.4772,37,45
SAS,1985,N,3596,7104,1882,2523,1069,2413,3482,2260,2115,800,1624,390,46,0,9120,3629,7365,1916,2491,1157,2304,3461,2269,2108,800,1519,453,98,0,9272,106.3234,35,47
SEA,1985,N,3335,7059,1815,2331,1145,2256,3401,1977,2168,745,1435,295,79,0,8564,3301,6774,1913,2491,1027,2308,3335,2038,2008,654,1467,406,57,0,8572,100.8388,31,51
UTA,1985,N,3453,7083,1930,2694,1068,2479,3547,2199,2038,717,1518,666,35,0,8871,3470,7339,1896,2483,1208,2510,3718,1977,2221,752,1531,464,65,0,8901,105.6025,42,40
WA1,1985,N,3311,7148,1704,2286,1066,2432,3498,1748,1796,626,1346,716,116,0,8442,3435,7360,1649,2181,1249,2591,3840,2014,1907,712,1373,454,71,0,8590,102.0041,39,43
ATL,1986,N,3435,7141,2019,2661,1350,2478,3828,2077,2152,700,1279,511,135,0,9024,3158,6998,1987,2598,1196,2277,3473,1917,2034,619,1314,385,128,0,8431,99.7224,57,25
BOS,1986,N,3645,7051,1740,2153,933,2585,3518,2421,1710,561,1300,526,207,0,9237,3470,7500,1628,2148,1237,2287,3524,2060,1911,722,1156,338,124,0,8692,101.1093,59,23
CHI,1986,N,3382,7155,1754,2254,1248,2400,3648,2143,1922,677,1257,438,78,0,8596,3337,6910,1734,2255,1027,2317,3344,2028,1844,583,1269,492,115,0,8523,98.51364,40,42
CLE,1986,N,3349,7122,1779,2554,1257,2420,3677,1912,1853,672,1619,559,81,0,8558,3556,7441,1664,2209,1254,2396,3650,2056,2076,810,1398,479,95,0,8871,103.7401,31,51
DAL,1986,N,3594,7373,2148,2717,1219,2494,3713,2017,1873,688,1205,424,231,0,9567,3586,7503,1750,2293,1254,2386,3640,2304,2136,571,1332,421,128,0,9050,103.6173,55,27
DEN,1986,N,3744,7951,1975,2568,1294,2368,3662,2317,2184,754,1216,421,106,0,9569,3636,7343,2255,2901,1166,2720,3886,2189,2145,558,1564,452,113,0,9640,108.9114,37,45
DET,1986,N,3544,7237,1991,2602,1245,2649,3894,2021,2078,643,1417,436,39,0,9118,3376,7307,1951,2608,1143,2339,3482,2029,2067,670,1294,472,133,0,8836,103.7079,52,30
GSW,1986,N,3551,7412,1970,2526,1193,2351,3544,2083,2138,715,1354,321,116,0,9188,3615,7339,1995,2665,1249,2481,3730,2174,2052,688,1412,450,155,0,9380,104.9145,42,40
HOU,1986,N,3465,7262,1746,2355,1190,2481,3671,2227,1973,654,1384,555,89,0,8765,3348,7225,1887,2422,1167,2364,3531,2126,1922,721,1366,368,100,0,8683,102.635,42,40
IND,1986,N,3454,7324,1696,2170,1132,2464,3596,2170,2097,697,1276,311,94,0,8698,3344,6969,1960,2584,1117,2584,3701,2019,1852,660,1416,472,103,0,8751,101.7036,41,41
LAC,1986,N,3311,7332,1866,2515,1231,2137,3368,1971,2004,751,1493,432,78,0,8566,3759,7254,1875,2515,1187,2643,3830,2416,2021,806,1533,534,110,0,9503,105.2056,12,70
LAL,1986,N,3740,7245,2012,2550,1127,2515,3642,2428,1853,728,1358,482,164,0,9656,3520,7531,1731,2265,1280,2174,3454,2212,2004,721,1370,404,122,0,8893,104.0476,65,17
MIL,1986,N,3457,7282,1953,2549,1119,2322,3441,2044,2180,845,1260,393,185,0,9052,3247,6906,2117,2796,1191,2477,3668,2014,2024,659,1551,460,120,0,8731,102.9911,50,32
NJN,1986,N,3374,7083,2000,2607,1169,2409,3578,1991,2353,643,1617,397,145,0,8893,3418,7125,2353,3018,1129,2352,3481,1958,2126,814,1357,566,118,0,9307,104.9143,24,58
NYK,1986,N,3329,7023,1725,2362,1108,2162,3270,1941,2028,704,1420,396,125,0,8508,3500,7142,1928,2534,1331,2448,3779,2152,1950,761,1417,400,94,0,9022,101.0356,24,58
PHI,1986,N,3335,6792,1971,2617,1178,2327,3505,1943,1774,768,1519,540,88,0,8729,3537,7204,1552,2049,1214,2202,3416,2202,1982,813,1372,446,119,0,8745,100.013,45,37
